customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,country,state,city,zip_code,total_population,latitude,longitude,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
5825-XJOCM,Male,39,No,No,No,Yes,3,No,United States,California,Gazelle,96034,392,41.411315,-122.697236,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Cable,One Year,Yes,Bank transfer (automatic),64.4,26.24,3035.35,0,0,1259.52,4294.87,48,Yes,Yes,Yes,53,Yes,None,No,0,4,2545,Stayed,45,No,0,Not Applicable,N/A
5827-MWCZK,Male,39,No,No,Yes,Yes,3,Yes,United States,California,Boonville,95415,1374,39.025867,-123.381544,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),96.95,23.52,5432.2,0,0,1317.12,6749.32,56,Yes,Yes,Yes,53,Yes,Offer B,Yes,4,5,6484,Stayed,66,No,0,Not Applicable,N/A
5828-AVIPD,Male,29,Yes,No,Yes,No,0,Yes,United States,California,Sierraville,96126,227,39.559709,-120.345639,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,100.95,5.93,1875.55,0,0,112.67,1988.22,19,Yes,Yes,Yes,51,Yes,None,Yes,1,3,4072,Churned,73,Yes,1,Other,Poor expertise of online support
5828-DWPIL,Male,68,No,Yes,Yes,No,0,Yes,United States,California,Livermore,94550,75929,37.571748,-121.659562,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,89.1,4.76,5618.3,0,0,295.12,5913.42,62,Yes,Yes,Yes,3,Yes,None,Yes,4,4,4415,Stayed,25,No,0,Not Applicable,N/A
5829-NVSQN,Female,38,No,No,Yes,No,0,Yes,United States,California,Gonzales,93926,9023,36.52588,-121.396719,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),68.75,31.39,1689.45,0,0,721.97,2411.42,23,Yes,Yes,No,29,Yes,None,Yes,3,3,3519,Stayed,34,No,0,Not Applicable,N/A
5832-EXGTT,Male,28,Yes,No,Yes,Yes,3,Yes,United States,California,Burbank,91501,18112,34.188339,-118.300942,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,60.2,1.41,1834.15,0,0,40.89,1875.04,29,Yes,Yes,No,73,Yes,None,Yes,9,3,5517,Stayed,76,No,0,Not Applicable,N/A
5832-TRLPB,Male,30,No,No,No,No,0,No,United States,California,Milpitas,95035,62848,37.441931,-121.878502,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,One Year,Yes,Bank transfer (automatic),75.35,3.69,2243.9,2.24,0,107.01,2348.67,29,Yes,Yes,No,27,Yes,None,No,0,3,4422,Stayed,77,No,0,Not Applicable,N/A
5832-XKAES,Male,56,No,No,No,No,0,No,United States,California,Sierraville,96126,227,39.559709,-120.345639,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),69.8,37.72,134.7,0,0,75.44,210.14,2,Yes,Yes,No,27,Yes,Offer E,No,0,1,2320,Churned,74,Yes,1,Other,Don't know
5834-ASPWA,Male,55,No,No,No,No,0,No,United States,California,San Diego,92117,51213,32.825086,-117.199424,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.45,11.58,75.45,0,0,11.58,87.03,1,Yes,Yes,Yes,15,Yes,None,No,0,3,5518,Churned,74,Yes,1,Competitor,Competitor made better offer
5835-BEQEU,Male,44,No,No,No,No,0,No,United States,California,Escondido,92027,48690,33.141265,-116.967221,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,76.95,38.38,228.4,0,10,115.14,353.54,3,Yes,Yes,Yes,23,No,None,No,0,2,4428,Churned,92,Yes,1,Competitor,Competitor made better offer
5837-LXSDN,Female,63,No,No,Yes,Yes,3,Yes,United States,California,Angwin,94508,3641,38.542448,-122.419923,Yes,Yes,No,Yes,No,No,Yes,No,No,Cable,One Year,Yes,Credit card (automatic),58.85,35.72,1215.45,0,0,750.12,1965.57,21,Yes,Yes,No,30,Yes,None,Yes,1,4,2845,Stayed,25,No,0,Not Applicable,N/A
5839-SUYVZ,Male,21,Yes,No,No,No,0,No,United States,California,Orange,92868,23172,33.787796,-117.875928,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),74.55,38.32,1170.5,0,0,613.12,1783.62,16,Yes,Yes,No,82,Yes,None,No,0,3,2893,Stayed,70,No,0,Not Applicable,N/A
5840-NVDCG,Female,32,No,No,Yes,Yes,1,Yes,United States,California,Pacoima,91331,97318,34.255442,-118.421314,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),68.25,20.12,1114.85,0,0,321.92,1436.77,16,Yes,Yes,No,30,Yes,None,Yes,10,3,3559,Stayed,43,No,0,Not Applicable,N/A
5842-POCOP,Female,37,No,No,Yes,No,0,Yes,United States,California,Randsburg,93554,117,35.405722,-117.773354,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,88.9,41.57,454.15,0,0,207.85,662,5,Yes,Yes,No,27,Yes,None,Yes,1,1,4356,Churned,79,Yes,1,Competitor,Competitor offered higher download speeds
5843-TTHGI,Female,30,No,No,No,No,0,No,United States,California,Sunnyvale,94086,64010,37.378541,-122.020456,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,50,17.33,892.7,0,50,311.94,1254.64,18,Yes,Yes,No,69,No,None,No,0,5,4952,Stayed,49,No,0,Not Applicable,N/A
5844-QVTAT,Female,24,Yes,No,Yes,No,0,Yes,United States,California,Irvine,92620,26419,33.716136,-117.752574,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Cable,One Year,Yes,Mailed check,58.45,8.79,1955.4,0,0,290.07,2245.47,33,Yes,Yes,No,27,Yes,Offer C,Yes,8,4,4276,Stayed,21,No,0,Not Applicable,N/A
5845-BZZIB,Male,37,No,No,Yes,Yes,3,Yes,United States,California,Frazier Park,93222,1526,34.907911,-119.234281,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20.1,11.75,655.3,38.61,0,411.25,1027.94,35,No,Yes,No,0,No,None,Yes,7,3,4517,Stayed,65,No,0,Not Applicable,N/A
5846-ABOBJ,Male,24,Yes,No,Yes,No,0,Yes,United States,California,Los Angeles,90034,58218,34.030578,-118.399613,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),24.45,33.61,1730.65,0,0,2386.31,4116.96,71,No,Yes,Yes,0,No,None,Yes,2,3,4766,Stayed,72,No,0,Not Applicable,N/A
5846-NEQVZ,Male,19,Yes,No,Yes,No,0,Yes,United States,California,Mission Viejo,92691,46371,33.611945,-117.665867,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),70.85,2.43,4973.4,0,0,172.53,5145.93,71,Yes,Yes,No,58,Yes,None,Yes,3,4,5328,Stayed,25,No,0,Not Applicable,N/A
5846-QFDFI,Female,21,Yes,No,Yes,Yes,1,Yes,United States,California,Pine Valley,91962,1604,32.800671,-116.483363,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),88.6,11.01,2888.7,0,0,363.33,3252.03,33,Yes,Yes,Yes,73,Yes,Offer C,Yes,6,3,3648,Stayed,78,No,0,Not Applicable,N/A
5847-MXBEO,Male,42,No,No,No,No,0,No,United States,California,Helm,93627,152,36.520537,-120.118055,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Mailed check,20.3,10.36,475.1,0,0,227.92,703.02,22,No,Yes,No,0,No,Offer D,No,0,5,4510,Stayed,50,No,0,Not Applicable,N/A
5848-FHRFC,Female,49,No,No,No,No,0,No,United States,California,Santa Monica,90405,26099,34.005439,-118.477507,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),20.05,2.83,1386.9,0,0,192.44,1579.34,68,No,Yes,No,0,No,Offer A,No,0,4,5740,Stayed,63,No,0,Not Applicable,N/A
5849-ASHZJ,Male,26,Yes,No,No,Yes,3,No,United States,California,Palo Alto,94306,24492,37.416159,-122.131337,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),20.05,17.3,552.9,0,0,467.1,1020,27,No,Yes,No,0,No,None,No,0,3,2400,Stayed,65,No,0,Not Applicable,N/A
5850-BDWCY,Female,64,No,No,No,No,0,No,United States,California,Los Angeles,90045,39334,33.954017,-118.402447,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,20.2,43.18,123.65,0,0,259.08,382.73,6,No,Yes,No,0,No,Offer E,No,0,5,5029,Stayed,26,No,0,Not Applicable,N/A
5854-KSRBJ,Male,31,No,No,Yes,Yes,1,Yes,United States,California,San Clemente,92673,15297,33.4725,-117.584273,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,25.4,9.33,1782.05,0,0,653.1,2435.15,70,No,Yes,Yes,0,No,Offer A,Yes,10,4,4954,Stayed,33,No,0,Not Applicable,N/A
5855-EIBDE,Female,35,No,No,Yes,No,0,Yes,United States,California,Orangevale,95662,32040,38.689174,-121.218435,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),106.65,40.67,5174.35,0,0,1992.83,7167.18,49,Yes,Yes,Yes,12,Yes,None,Yes,10,4,5948,Stayed,57,No,0,Not Applicable,N/A
5857-TYBCJ,Male,72,No,Yes,Yes,No,0,Yes,United States,California,Dixon,95620,18529,38.392821,-121.799917,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Two Year,Yes,Electronic check,89.2,14.65,4040.2,0,0,644.6,4684.8,44,Yes,Yes,Yes,30,Yes,Offer B,Yes,6,4,2925,Stayed,36,No,0,Not Applicable,N/A
5857-XRECV,Female,44,No,No,No,Yes,3,No,United States,California,Manteca,95336,36738,37.830267,-121.201018,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Bank transfer (automatic),20.5,31.01,38.25,0,0,62.02,100.27,2,No,Yes,No,0,No,None,No,0,3,4486,Joined,47,No,0,Not Applicable,N/A
5858-EAFCZ,Male,45,No,No,No,No,0,No,United States,California,Rialto,92377,18518,34.156758,-117.404686,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.45,23.34,44.45,0,0,23.34,67.79,1,Yes,Yes,No,16,Yes,None,No,0,3,3498,Joined,74,No,0,Not Applicable,N/A
5859-HZYLF,Male,45,No,No,Yes,Yes,2,Yes,United States,California,San Jose,95133,26032,37.371862,-121.860349,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Credit card (automatic),19.15,43.84,515.75,0,0,1139.84,1655.59,26,No,Yes,No,0,No,None,Yes,9,5,4347,Stayed,58,No,0,Not Applicable,N/A
5862-BRIXZ,Male,33,No,No,No,No,0,No,United States,California,Santa Maria,93458,43684,34.95934,-120.490081,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),60.75,0,2893.4,0,0,0,2893.4,46,Yes,No,No,13,Yes,Offer B,No,0,4,2694,Stayed,36,No,0,Not Applicable,N/A
5863-OOKCL,Female,60,No,No,No,No,0,No,United States,California,Cayucos,93430,3220,35.511833,-120.918713,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,18.85,41.04,163.2,0,0,410.4,573.6,10,No,Yes,No,0,No,Offer D,No,0,3,5949,Stayed,62,No,0,Not Applicable,N/A
5868-CZJDR,Male,41,No,No,No,No,0,No,United States,California,Linden,95236,3148,38.047746,-121.030499,No,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,31.35,0,31.35,0,80,0,111.35,1,Yes,No,No,6,No,Offer E,No,0,2,3605,Churned,85,Yes,1,Attitude,Attitude of service provider
5868-YTYKS,Male,21,Yes,No,No,Yes,2,No,United States,California,Davenport,95017,857,37.114335,-122.237162,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,20.25,47.25,20.25,0,0,47.25,67.5,1,No,Yes,No,0,No,Offer E,No,0,3,2448,Joined,48,No,0,Not Applicable,N/A
5868-YWPDW,Male,76,No,Yes,Yes,No,0,Yes,United States,California,Sherman Oaks,91423,29387,34.146957,-118.432138,Yes,Yes,No,Yes,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.2,40.44,519.15,0,0,242.64,761.79,6,Yes,Yes,No,25,Yes,None,Yes,1,2,5834,Churned,72,Yes,1,Dissatisfaction,Limited range of services
5871-DGTXZ,Male,55,No,No,No,No,0,No,United States,California,River Pines,95675,364,38.545775,-120.743325,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Mailed check,19.8,41.52,607.7,0,0,1328.64,1936.34,32,No,Yes,No,0,No,Offer C,No,0,4,4636,Stayed,38,No,0,Not Applicable,N/A
5872-OEQNH,Female,29,Yes,No,No,No,0,No,United States,California,Carmichael,95608,58830,38.626128,-121.328011,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,Yes,Electronic check,44.45,0,2773.9,0,0,0,2773.9,60,Yes,No,No,73,Yes,Offer B,No,0,4,4928,Stayed,48,No,0,Not Applicable,N/A
5875-YPQFJ,Male,51,No,No,No,No,0,No,United States,California,Fremont,94555,33883,37.555473,-122.080312,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.9,45.66,69.9,0,0,45.66,115.56,1,Yes,Yes,No,28,Yes,Offer E,No,0,3,5367,Churned,84,Yes,1,Competitor,Competitor offered higher download speeds
5876-HZVZM,Female,55,No,No,Yes,Yes,3,Yes,United States,California,West Covina,91792,31622,34.024405,-117.898722,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Credit card (automatic),55.9,14.51,365.35,0,30,87.06,482.41,6,Yes,Yes,No,20,No,Offer E,Yes,1,1,4914,Churned,87,Yes,1,Attitude,Attitude of service provider
5876-QMYLD,Female,44,No,No,Yes,No,0,Yes,United States,California,Earp,92242,1564,34.137742,-114.36514,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Mailed check,20.05,17.82,415.1,0,0,409.86,824.96,23,No,Yes,No,0,No,None,Yes,10,4,3742,Stayed,9,No,0,Not Applicable,N/A
5879-HMFFH,Female,49,No,No,Yes,No,0,Yes,United States,California,Cassel,96016,344,40.936285,-121.572692,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),88.05,38.28,6520.8,29.11,0,2756.16,9247.85,72,Yes,Yes,Yes,24,Yes,None,Yes,1,4,6247,Stayed,42,No,0,Not Applicable,N/A
5879-SESNB,Female,34,No,No,No,No,0,No,United States,California,Moraga,94556,16510,37.827946,-122.107185,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,75.25,33.79,888.65,0,0,371.69,1260.34,11,Yes,Yes,Yes,23,Yes,Offer D,No,0,3,5902,Stayed,75,No,0,Not Applicable,N/A
5882-CMAZQ,Female,52,No,No,Yes,Yes,2,Yes,United States,California,National City,91950,62355,32.67102,-117.095235,No,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,34.25,0,163.55,0,0,0,163.55,5,Yes,No,No,19,Yes,None,Yes,9,5,5100,Stayed,21,No,0,Not Applicable,N/A
5883-GTGVD,Male,54,No,No,No,No,0,No,United States,California,Biola,93606,807,36.798882,-120.019511,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.95,2.19,1931.75,0,0,41.61,1973.36,19,Yes,Yes,Yes,18,Yes,Offer D,No,0,1,3670,Churned,76,Yes,1,Competitor,Competitor had better devices
5884-FBCTL,Female,43,No,No,Yes,Yes,2,Yes,United States,California,Shafter,93263,15177,35.490705,-119.286833,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),25.1,35.62,1857.85,0,0,2564.64,4422.49,72,No,Yes,Yes,0,No,None,Yes,4,4,5611,Stayed,67,No,0,Not Applicable,N/A
5884-GCYMI,Male,62,No,No,No,No,0,No,United States,California,San Diego,92130,28201,32.957195,-117.202542,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,69.4,38.53,69.4,0,0,38.53,107.93,1,Yes,Yes,No,20,Yes,Offer E,No,0,1,2847,Churned,91,Yes,1,Competitor,Competitor made better offer
5886-VLQVU,Male,30,No,No,Yes,No,0,Yes,United States,California,Grand Terrace,92313,11024,34.029175,-117.307211,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),89.85,24.83,3161.2,0,20,869.05,4050.25,35,Yes,Yes,Yes,51,No,None,No,0,3,4945,Stayed,78,No,0,Not Applicable,N/A
5887-IKKYO,Male,54,No,No,Yes,Yes,2,Yes,United States,California,Pomona,91768,36057,34.067932,-117.785168,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),94.35,5.01,5563.65,0,0,290.58,5854.23,58,Yes,Yes,Yes,23,Yes,Offer B,Yes,2,4,4777,Stayed,49,No,0,Not Applicable,N/A
5889-JTMUL,Female,67,No,Yes,Yes,No,0,Yes,United States,California,Castaic,91384,22177,34.506627,-118.699048,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.05,31.56,4888.7,0,50,1578,6516.7,50,Yes,Yes,Yes,4,No,Offer B,Yes,1,3,5863,Churned,92,Yes,1,Price,Price too high
5889-LFOLL,Female,27,Yes,No,No,No,0,No,United States,California,Canby,96015,417,41.486953,-120.913975,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.6,35.96,1115.2,0,0,467.48,1582.68,13,Yes,Yes,Yes,42,Yes,Offer D,No,0,1,2659,Churned,77,Yes,1,Competitor,Competitor offered more data
5893-KCLGT,Female,56,No,No,No,Yes,2,No,United States,California,Sunland,91040,18752,34.282704,-118.312929,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Mailed check,19.75,15.21,1567,25.98,0,1095.12,2636.14,72,No,Yes,No,0,No,None,No,0,4,5478,Stayed,78,No,0,Not Applicable,N/A
5893-PYOLZ,Male,55,No,No,No,No,0,No,United States,California,San Leandro,94578,36568,37.704384,-122.126703,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),81.8,49.36,4534.45,0,0,2764.16,7298.61,56,Yes,Yes,No,21,Yes,Offer B,No,0,5,4399,Stayed,75,No,0,Not Applicable,N/A
5895-QSXOD,Male,42,No,No,No,No,0,No,United States,California,Alleghany,95910,118,39.467828,-120.841386,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,70.05,48.25,657.5,0,0,434.25,1091.75,9,Yes,Yes,No,24,Yes,None,No,0,3,3522,Stayed,63,No,0,Not Applicable,N/A
5896-NPFWW,Male,23,Yes,No,Yes,No,0,Yes,United States,California,San Diego,92129,47224,32.961064,-117.134917,Yes,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.15,13.54,168.15,0,0,40.62,208.77,3,Yes,Yes,No,51,Yes,None,Yes,1,1,3273,Churned,93,Yes,1,Competitor,Competitor made better offer
5897-ZYEKH,Female,74,No,Yes,Yes,No,0,Yes,United States,California,Lincoln,95648,15286,38.922812,-121.312005,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,105.6,11.91,7112.15,0,0,797.97,7910.12,67,Yes,Yes,Yes,10,Yes,None,Yes,3,3,5768,Stayed,45,No,0,Not Applicable,N/A
5898-IGSLP,Male,37,No,No,Yes,Yes,3,Yes,United States,California,Mountain View,94041,13483,37.388349,-122.075299,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,89.3,20.76,2823,0,0,643.56,3466.56,31,Yes,Yes,Yes,57,Yes,Offer C,Yes,1,3,2132,Stayed,46,No,0,Not Applicable,N/A
5899-MQZZL,Female,25,Yes,No,No,No,0,No,United States,California,San Ysidro,92173,28488,32.555828,-117.040073,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,75,6.03,999.45,0,0,78.39,1077.84,13,Yes,Yes,Yes,48,Yes,Offer D,No,0,2,2189,Churned,68,Yes,1,Competitor,Competitor offered higher download speeds
5899-OUVKV,Male,56,No,No,No,No,0,No,United States,California,Sacramento,95821,35426,38.625096,-121.383658,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.5,45.92,2979.2,0,0,1423.52,4402.72,31,Yes,Yes,No,18,Yes,None,No,0,3,3949,Stayed,42,No,0,Not Applicable,N/A
5902-WBLSE,Female,32,No,No,Yes,Yes,1,Yes,United States,California,Bonita,91902,17389,32.67117,-117.00232,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Credit card (automatic),20.15,26.85,1411.2,0,0,1879.5,3290.7,70,No,Yes,No,0,No,None,No,0,3,5219,Stayed,67,No,0,Not Applicable,N/A
5906-BFOZT,Male,54,No,No,No,No,0,No,United States,California,Loleta,95551,1447,40.665952,-124.240051,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,19.5,8.02,19.5,0,0,8.02,27.52,1,No,Yes,No,0,No,None,No,0,5,3753,Joined,21,No,0,Not Applicable,N/A
5906-CVLHP,Female,60,No,No,Yes,No,0,Yes,United States,California,Rowland Heights,91748,46342,33.976753,-117.897367,Yes,Yes,No,Yes,No,Yes,No,No,No,Cable,One Year,Yes,Credit card (automatic),54.15,42.04,2319.8,0,0,1891.8,4211.6,45,Yes,Yes,No,26,Yes,None,Yes,1,2,2761,Churned,92,Yes,1,Attitude,Attitude of service provider
5906-DVAPM,Female,27,Yes,No,Yes,Yes,2,Yes,United States,California,Meridian,95957,776,39.068071,-121.832638,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),75,33.5,4213.9,0,0,1842.5,6056.4,55,Yes,Yes,Yes,51,Yes,None,Yes,7,3,5011,Stayed,65,No,0,Not Applicable,N/A
5908-QMGOE,Male,74,No,Yes,No,No,0,No,United States,California,Fowler,93625,5635,36.625792,-119.672483,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),74.2,23.53,1133.9,43.31,0,352.95,1443.54,15,Yes,Yes,Yes,9,Yes,None,No,0,1,4553,Churned,80,Yes,1,Competitor,Competitor had better devices
5909-ECHUI,Female,49,No,No,No,No,0,No,United States,California,Oak Run,96069,829,40.689243,-122.037023,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,56.25,26.14,56.25,0,0,26.14,82.39,1,Yes,Yes,No,22,Yes,None,No,0,1,3065,Churned,71,Yes,1,Price,Lack of affordable download/upload speed
5913-INRQV,Male,71,No,Yes,Yes,No,0,Yes,United States,California,Upland,91786,48827,34.105493,-117.660934,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Fiber Optic,One Year,No,Mailed check,90.15,26.49,3128.8,0,0,900.66,4029.46,34,Yes,Yes,No,18,Yes,None,Yes,7,3,3202,Stayed,38,No,0,Not Applicable,N/A
5914-DVBWJ,Female,80,No,Yes,No,No,0,No,United States,California,Riverside,92508,17147,33.885499,-117.324959,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.45,2.36,1505.85,0,0,42.48,1548.33,18,Yes,Yes,Yes,21,Yes,None,No,0,1,5145,Churned,91,Yes,1,Competitor,Competitor offered more data
5914-GXMDA,Female,42,No,No,Yes,No,0,Yes,United States,California,Lamont,93241,15364,35.245035,-118.905553,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Mailed check,19.3,45.26,593.2,0,0,1448.32,2041.52,32,No,Yes,No,0,No,None,Yes,1,5,5817,Stayed,66,No,0,Not Applicable,N/A
5914-XRFQB,Male,58,No,No,Yes,No,0,Yes,United States,California,Caspar,95420,333,39.361283,-123.784599,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),115.8,43.12,8424.9,0,0,3104.64,11529.54,72,Yes,Yes,Yes,6,Yes,None,No,0,3,6479,Stayed,80,No,0,Not Applicable,N/A
5915-ANOEI,Male,40,No,No,Yes,No,0,Yes,United States,California,Corcoran,93212,23506,36.04533,-119.532424,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,79.15,39.35,5536.5,0,0,2754.5,8291,70,Yes,Yes,Yes,2,Yes,None,Yes,1,4,4408,Stayed,49,No,0,Not Applicable,N/A
5915-DGNVC,Female,47,No,No,Yes,No,0,Yes,United States,California,Cambria,93428,6526,35.591387,-121.032256,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,DSL,One Year,No,Electronic check,71.8,25.1,3472.05,0,0,1229.9,4701.95,49,Yes,Yes,Yes,30,Yes,Offer B,Yes,9,4,6193,Stayed,79,No,0,Not Applicable,N/A
5916-QEWPT,Female,61,No,No,Yes,No,0,Yes,United States,California,Valley Village,91607,27453,34.165783,-118.399795,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Credit card (automatic),69,27.41,147.8,0,0,54.82,202.62,2,Yes,Yes,No,23,Yes,Offer E,Yes,1,4,2798,Joined,29,No,0,Not Applicable,N/A
5917-HBSDW,Female,20,Yes,No,Yes,Yes,2,Yes,United States,California,Mill Valley,94941,28727,37.901371,-122.572024,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Electronic check,19.35,2.68,683.75,0,0,99.16,782.91,37,No,Yes,No,0,No,None,Yes,1,5,2360,Stayed,31,No,0,Not Applicable,N/A
5917-RYRMG,Male,79,No,Yes,No,No,0,No,United States,California,Jolon,93928,254,35.930782,-121.189757,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),19.8,25.89,587.7,0,0,828.48,1416.18,32,No,Yes,No,0,No,None,No,0,4,3836,Stayed,78,No,0,Not Applicable,N/A
5918-VUKWP,Female,61,No,No,No,No,0,No,United States,California,Pasadena,91104,38460,34.165383,-118.123752,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Bank transfer (automatic),20.55,35.97,654.55,0,0,1151.04,1805.59,32,No,Yes,No,0,No,Offer C,No,0,3,5358,Stayed,77,No,0,Not Applicable,N/A
